store_id;retail_chain;region_name;city_name;address;store_code;store_name;store_format;full_address;lat;lon;geo_precision;geo_found_address;store_key
;;;;;;;;Мурманская обл., Мурманская обл., г.Апатиты, Козлова ул, 10;67.570755;33.36846;exact;Россия, Мурманская область, Апатиты, улица Козлова, 10;
;;;;;;;;Мурманская обл., Мурманская обл., г.Апатиты, Козлова ул., 9А;67.573619;33.387639;exact;Россия, Мурманская область, Апатиты, улица Козлова, 9А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Апатиты, Космонавтов ул, 15;67.566455;33.410474;exact;Россия, Мурманская область, Апатиты, улица Космонавтов, 15;
;;;;;;;;Мурманская обл., Мурманская обл., г.Апатиты, Космонавтов ул, 22;67.565295;33.402363;exact;Россия, Мурманская область, Апатиты, улица Космонавтов, 22;
;;;;;;;;Мурманская обл., Мурманская обл., г.Апатиты, Северная ул, 25 пом.3;67.566119;33.428117;exact;Россия, Мурманская область, Апатиты, Северная улица, 25, подъезд 1, этаж 2, кв. 3;
;;;;;;;;Мурманская обл., Мурманская обл., г.Апатиты, Сидоренко пр-кт, 1 II(5-21ч22;67.568023;33.407187;other;Россия, Мурманская область, Апатиты;
;;;;;;;;Мурманская обл., Мурманская обл., г.Апатиты, Сидоренко пр-кт, 26А;67.554418;33.425916;exact;Россия, Мурманская область, Апатиты, проспект Сидоренко, 26А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Апатиты, Строителей ул, 45 п1,1,ч1,2;67.568023;33.407187;other;Россия, Мурманская область, Апатиты;
;;;;;;;;Мурманская обл., Мурманская обл., г.Апатиты, Строителей ул, зд.2В;67.566143;33.376868;exact;Россия, Мурманская область, Апатиты, улица Строителей, 2В;
;;;;;;;;Мурманская обл., Мурманская обл., г.Апатиты, Ферсмана ул, 39;67.567955;33.381513;exact;Россия, Мурманская область, Апатиты, улица Ферсмана, 39;
;;;;;;;;Мурманская обл., Мурманская обл., г.Гаджиево, Колышкина ул, 121-Б;69.246558;33.31095;exact;Россия, Мурманская область, Гаджиево, улица Колышкина, 121Б;
;;;;;;;;Мурманская обл., Мурманская обл., г.Заозерск, Колышкина ул, 7А;69.396602;32.444794;exact;Россия, Мурманская область, Заозёрск, улица Колышкина, 7А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Заозерск, Ленинского Комсомола ул., 9;69.407126;32.441758;exact;Россия, Мурманская область, Заозёрск, улица Ленинского Комсомола, 9;
;;;;;;;;Мурманская обл., Мурманская обл., г.Заполярный, имени А.В.Шмакова пер, 2А;69.423983;30.821844;exact;Россия, Мурманская область, Печенгский муниципальный округ, Заполярный, улица Шмакова, 2А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Заполярный, Ленина ул, 2;69.427497;30.830522;exact;Россия, Мурманская область, Печенгский муниципальный округ, Заполярный, улица Ленина, 2;
;;;;;;;;Мурманская обл., Мурманская обл., г.Заполярный, Юбилейная ул, стр.14Б;69.428896;30.809879;exact;Россия, Мурманская область, Печенгский муниципальный округ, Заполярный, Юбилейная улица, 14Б;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кандалакша, Данилова ул, 1;67.146164;32.407362;exact;Россия, Мурманская область, Кандалакша, улица Данилова, 1;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кандалакша, Данилова ул, 49;67.154143;32.410155;exact;Россия, Мурманская область, Кандалакша, улица Данилова, 49;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кандалакша, Кировская ул, 31;67.163543;32.425103;exact;Россия, Мурманская область, Кандалакша, Кировская улица, 31;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кандалакша, Комсомольская ул, 28;67.157547;32.418528;exact;Россия, Мурманская область, Кандалакша, Комсомольская улица, 28;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кандалакша, Набережная ул, 115А;67.150086;32.421663;exact;Россия, Мурманская область, Кандалакша, Набережная улица, 115А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кандалакша, Набережная ул, 130;67.152432;32.42761;exact;Россия, Мурманская область, Кандалакша, Набережная улица, 130;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кандалакша, Наймушина ул, 3;67.180157;32.430646;exact;Россия, Мурманская область, Кандалакша, улица Наймушина, 3;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кандалакша, Первомайская ул, 55А;67.1518;32.413964;exact;Россия, Мурманская область, Кандалакша, Первомайская улица, 55А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кандалакша, Путейская ул, 2;67.159369;32.404757;exact;Россия, Мурманская область, Кандалакша, Путейская улица, 2;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кировск, Кирова ул., 15А;67.659377;33.715812;exact;Россия, Мурманская область, Кировск, улица Кирова, 15А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кировск, Комсомольская ул, 4;67.653679;33.705086;exact;Россия, Мурманская область, Кировск, Комсомольская улица, 4;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кировск, Кондрикова ул, 3;67.615751;33.674777;exact;Россия, Мурманская область, Кировск, улица Кондрикова, 3;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кировск, Ленина пр-кт, 10;67.61557;33.661419;exact;Россия, Мурманская область, Кировск, проспект Ленина, 10;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кировск, Ленина пр-кт, 33;67.606874;33.661679;exact;Россия, Мурманская область, Кировск, проспект Ленина, 33;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кировск, Олимпийская ул, 11;67.616991;33.682628;exact;Россия, Мурманская область, Кировск, Олимпийская улица, 11;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кировск, Олимпийская ул, 63;67.614947;33.69065;exact;Россия, Мурманская область, Кировск, Олимпийская улица, 63;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кировск, Олимпийская ул, 8А;67.617696;33.686697;exact;Россия, Мурманская область, Кировск, Олимпийская улица, 8А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кировск, Хибиногорская ул, 31;67.611453;33.661616;exact;Россия, Мурманская область, Кировск, Хибиногорская улица, 31;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кировск, Юбилейная ул, 8Б;67.613817;33.673438;exact;Россия, Мурманская область, Кировск, Юбилейная улица, 8Б;
;;;;;;;;Мурманская обл., Мурманская обл., г.Ковдор, Горняков ул, 8 ЧЗ1,чп.1;67.564565;30.469363;number;Россия, Мурманская область, Ковдор, улица Горняков, 8;
;;;;;;;;Мурманская обл., Мурманская обл., г.Ковдор, Коновалова ул, 7;67.561321;30.47929;exact;Россия, Мурманская область, Ковдор, улица Коновалова, 7;
;;;;;;;;Мурманская обл., Мурманская обл., г.Ковдор, Кошица ул., 18;67.565549;30.482101;exact;Россия, Мурманская область, Ковдор, улица Кошица, 18;
;;;;;;;;Мурманская обл., Мурманская обл., г.Ковдор, Ленина ул, 15А п.2;67.567035;30.486296;exact;Россия, Мурманская область, Ковдор, улица Ленина, 15А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Ковдор, Чехова ул, 6;67.568552;30.478095;exact;Россия, Мурманская область, Ковдор, улица Чехова, 6;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кола, Защитников Заполярья пр-кт, 13;68.881214;33.026615;exact;Россия, Мурманская область, Кола, проспект Защитников Заполярья, 13;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кола, Защитников Заполярья пр-кт, 49 ЧЗIII(1,ч2;68.878221;33.025232;other;Россия, Мурманская область, Кола;
;;;;;;;;Мурманская обл., Мурманская обл., г.Кола, Победы ул, 2А;68.884386;33.009314;exact;Россия, Мурманская область, Кола, улица Победы, 2А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, 10-й Гвардейской Дивизии ул., 2А/1А п.2;67.946906;32.898291;number;Россия, Мурманская область, Мончегорск, улица 10-й Гвардейской Дивизии, 2;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, Бредова ул., 11;67.931307;32.949207;exact;Россия, Мурманская область, Мончегорск, улица Бредова, 11;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, Бредова ул., 30;67.932574;32.961173;exact;Россия, Мурманская область, Мончегорск, улица Бредова, 30;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, Кирова пр-кт, 19;67.946829;32.953439;number;Россия, Мурманская область, Мончегорск, проспект Кирова, 19к1;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, Кирова пр-кт, 29А;67.94802;32.960311;number;Россия, Мурманская область, Мончегорск, проспект Кирова, 29;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, Комсомольская ул, 13;67.935925;32.914506;exact;Россия, Мурманская область, Мончегорск, Комсомольская улица, 13;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, Кондрикова ул, 16;67.922944;32.927298;exact;Россия, Мурманская область, Мончегорск, улица Кондрикова, 16;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, Ленина пр-кт, 31;67.924772;32.936694;exact;Россия, Мурманская область, Мончегорск, проспект Ленина, 31;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, Ленина пр-кт, 6;67.935293;32.934107;exact;Россия, Мурманская область, Мончегорск, проспект Ленина, 6;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, Металлургов пр-кт, 32;67.939934;32.938284;exact;Россия, Мурманская область, Мончегорск, проспект Металлургов, 32;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, Металлургов пр-кт, 52;67.939292;32.95572;exact;Россия, Мурманская область, Мончегорск, проспект Металлургов, 52;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, Морошковая ул, 4Б;67.926408;32.922806;exact;Россия, Мурманская область, Мончегорск, Морошковая улица, 4Б;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, Новопроложенная ул., 16;67.939836;32.920722;exact;Россия, Мурманская область, Мончегорск, Новопроложенная улица, 16;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, нп.27 км железной дороги М, Сафонова ул, 4;67.970149;32.944734;near;Россия, Мурманская область, муниципальный округ Мончегорск, населённый пункт 27 километр железной дороги Мончегорск-Оленья, улица Сафонова, 2;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мончегорск, Строительная ул, 8;67.940575;32.903295;exact;Россия, Мурманская область, Мончегорск, Строительная улица, 8;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Академика Книповича ул, 31А;68.959468;33.087332;exact;Россия, Мурманск, улица Академика Книповича, 31А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Академика Книповича ул, 5 ЧП1;68.960175;33.068728;number;Россия, Мурманск, улица Академика Книповича, 5;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Александрова ул., 20;68.996098;33.082508;exact;Россия, Мурманск, улица Александрова, 20;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Алексея Позднякова ул, 1;69.019086;33.098858;exact;Россия, Мурманск, улица Алексея Позднякова, 1;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Алексея Хлобыстова ул, 41;69.007284;33.110446;exact;Россия, Мурманск, улица Алексея Хлобыстова, 41;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Алексея Хлобыстова ул., 16 к.2;69.012292;33.095884;exact;Россия, Мурманск, улица Алексея Хлобыстова, 16к2;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Баумана ул, 33;68.908322;33.081125;exact;Россия, Мурманск, улица Баумана, 33;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Бондарная ул, 30 ЧПI,ч3,4,5;68.970663;33.074918;other;Россия, Мурманск;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Бочкова ул, 27;68.912987;33.075672;exact;Россия, Мурманск, улица Бочкова, 27;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Героев Рыбачьего ул, 34 к.1;68.89278;33.09813;exact;Россия, Мурманск, улица Героев Рыбачьего, 34к1;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Героев Рыбачьего ул, 51;68.888479;33.097349;exact;Россия, Мурманск, улица Героев Рыбачьего, 51;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Героев Североморцев пр-кт, 38;69.00144;33.095839;exact;Россия, Мурманск, проспект Героев-Североморцев, 38;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Героев-Североморцев пр-кт, 49;69.006646;33.099397;exact;Россия, Мурманск, проспект Героев-Североморцев, 49;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Героев-Североморцев пр-кт, 77;69.011352;33.106035;exact;Россия, Мурманск, проспект Героев-Североморцев, 77;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Горького ул, 45262;68.951519;33.06226;street;Россия, Мурманск, улица Горького;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Загородная ул, 1;68.984371;33.084009;exact;Россия, Мурманск, Загородная улица, 1;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Калинина ул, 28 к.1;69.001608;33.094492;number;Россия, Мурманск, улица Калинина, 28;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Капитана Маклакова ул, 30;68.969356;33.117094;exact;Россия, Мурманск, улица Капитана Маклакова, 30;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Карла Маркса ул, 38/1;68.968214;33.100304;exact;Россия, Мурманск, улица Карла Маркса, 38к1;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Карла Маркса ул, 47;68.96428;33.103736;exact;Россия, Мурманск, улица Карла Маркса, 47;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Кирова пр-кт, 51А;68.950269;33.097322;exact;Россия, Мурманск, проспект Кирова, 51А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Кольский пр-кт, 134;68.921124;33.115656;exact;Россия, Мурманск, Кольский проспект, 134;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Кольский пр-кт, 14;68.94733;33.098004;exact;Россия, Мурманск, Кольский проспект, 14;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Кольский пр-кт, 178А;68.90762;33.095211;exact;Россия, Мурманск, Кольский проспект, 178А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Кольский пр-кт, 18;68.946394;33.098921;exact;Россия, Мурманск, Кольский проспект, 18;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Кольский пр-кт, 2;68.949962;33.092471;exact;Россия, Мурманск, Кольский проспект, 2;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Кольский пр-кт, 31 к.1;68.942902;33.099289;exact;Россия, Мурманск, Кольский проспект, 31к1;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Кольский пр-кт, 64;68.937051;33.105946;exact;Россия, Мурманск, Кольский проспект, 64;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Кольский пр-кт, 77;68.923207;33.103933;exact;Россия, Мурманск, Кольский проспект, 77;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Кольский пр-кт, 80;68.934527;33.109368;exact;Россия, Мурманск, Кольский проспект, 80;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Кольский пр-кт, 97 корп.3;68.915565;33.088608;exact;Россия, Мурманск, Кольский проспект, 97к3;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Ледокольный пр-д, 1б;68.919996;33.102541;exact;Россия, Мурманск, Ледокольный проезд, 1Б;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Ленина пр-кт, 71;68.97124;33.08011;exact;Россия, Мурманск, проспект Ленина, 71;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Ленинградская ул, 45005;68.970837;33.073373;street;Россия, Мурманск, Ленинградская улица;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Лобова ул, 40;69.024094;33.087467;exact;Россия, Мурманск, улица Адмирала Флота Лобова, 40;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Мира ул, 14;68.977647;33.113482;exact;Россия, Мурманск, улица Мира, 14;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Мира ул, 6;68.976789;33.109449;exact;Россия, Мурманск, улица Мира, 6;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Октябрьская ул, 23;68.978734;33.082949;exact;Россия, Мурманск, Октябрьская улица, 23;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Олега Кошевого ул, 18А;68.936036;33.113069;exact;Россия, Мурманск, улица Олега Кошевого, 18А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Папанина ул, 2 ч/з1,2,4,5;68.970385;33.095974;number;Россия, Мурманск, улица Папанина, 2;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Подгорная ул, 92;68.92471;33.05158;other;Россия, Октябрьская железная дорога, остановочный пункт Подгорная улица;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Полярные Зори ул, 31 корп.1;68.963544;33.087243;exact;Россия, Мурманск, улица Полярные Зори, 31к1;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Ростинская ул., 7 А;69.022314;33.072322;exact;Россия, Мурманск, Ростинская улица, 7А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Самойловой ул, 14А п.1-5,7-11;68.970663;33.074918;other;Россия, Мурманск;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Свердлова ул., 47;69.008688;33.114614;exact;Россия, Мурманск, улица Свердлова, 47;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Скальная ул, 28;68.975463;33.111928;exact;Россия, Мурманск, Скальная улица, 28;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Советская ул, 5;69.052463;33.221918;exact;Россия, Мурманск, жилой район Росляково, Советская улица, 5;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Софьи Перовской ул, 27;68.970753;33.088716;exact;Россия, Мурманск, улица Софьи Перовской, 27;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Успенского ул, 7;69.006031;33.075106;exact;Россия, Мурманск, улица Успенского, 7;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Чумбарова-Лучинского ул, 24 I(1-7,11-;68.970663;33.074918;other;Россия, Мурманск;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Шабалина ул, 11;68.891394;33.101184;near;Россия, Мурманск, улица Шабалина, 9;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск, Якорный пер, 18/33;68.911376;33.105442;exact;Россия, Мурманск, Якорный переулок, 18/33;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурманск,Росляково р-н, Октябрьская ул., 5;69.048747;33.22959;exact;Россия, Мурманск, жилой район Росляково, Октябрьская улица, 5;
;;;;;;;;Мурманская обл., Мурманская обл., г.Мурмаши, Энергетиков ул., 17;68.817821;32.807435;exact;Россия, Мурманская область, Кольский муниципальный округ, посёлок городского типа Мурмаши, улица Энергетиков, 17;
;;;;;;;;Мурманская обл., Мурманская обл., г.Оленегорск, Бардина ул, 27;68.147422;33.257006;exact;Россия, Мурманская область, Оленегорск, улица Бардина, 27;
;;;;;;;;Мурманская обл., Мурманская обл., г.Оленегорск, Капитана Иванова ул., 5;68.139027;33.265352;exact;Россия, Мурманская область, Оленегорск, улица Капитана Иванова, 5;
;;;;;;;;Мурманская обл., Мурманская обл., г.Оленегорск, Парковая ул., 9;68.146027;33.271164;exact;Россия, Мурманская область, Оленегорск, Парковая улица, 9;
;;;;;;;;Мурманская обл., Мурманская обл., г.Оленегорск, Пионерская ул, 14;68.134808;33.279293;exact;Россия, Мурманская область, Оленегорск, Пионерская улица, 14;
;;;;;;;;Мурманская обл., Мурманская обл., г.Оленегорск, Советская ул, 11;68.147995;33.258381;exact;Россия, Мурманская область, Оленегорск, Советская улица, 11;
;;;;;;;;Мурманская обл., Мурманская обл., г.Оленегорск, Строительная ул, 49;68.142529;33.278413;exact;Россия, Мурманская область, Оленегорск, Строительная улица, 49;
;;;;;;;;Мурманская обл., Мурманская обл., г.Оленегорск, Строительная ул, 56;68.141019;33.285528;exact;Россия, Мурманская область, Оленегорск, Строительная улица, 56;
;;;;;;;;Мурманская обл., Мурманская обл., г.Оленегорск, Строительная ул., 41;68.142398;33.269637;exact;Россия, Мурманская область, Оленегорск, Строительная улица, 41;
;;;;;;;;Мурманская обл., Мурманская обл., г.Оленегорск,нп.Высокий, Сыромятникова ул, 12;68.136613;33.404653;exact;Россия, Мурманская область, муниципальный округ Оленегорск, населённый пункт Высокий, улица Сыромятникова, 12;
;;;;;;;;Мурманская обл., Мурманская обл., г.Оленегорск-2, ТБО,;68.226655;33.861312;other;Россия, Мурманская область, муниципальный округ Оленегорск, городок Большое Рамозеро;
;;;;;;;;Мурманская обл., Мурманская обл., г.Полярные Зори, Ломоносова ул, 4;67.3692;32.508171;exact;Россия, Мурманская область, Полярные Зори, улица Ломоносова, 4;
;;;;;;;;Мурманская обл., Мурманская обл., г.Полярные Зори, Партизан Заполярья ул, 16;67.367138;32.479829;exact;Россия, Мурманская область, Полярные Зори, улица Партизан Заполярья, 16;
;;;;;;;;Мурманская обл., Мурманская обл., г.Полярные Зори, Пушкина ул, 9;67.368747;32.498208;exact;Россия, Мурманская область, Полярные Зори, улица Пушкина, 9;
;;;;;;;;Мурманская обл., Мурманская обл., г.Полярные Зори, Энергетиков ул., 20;67.373092;32.490555;exact;Россия, Мурманская область, Полярные Зори, улица Энергетиков, 20;
;;;;;;;;Мурманская обл., Мурманская обл., г.Полярные Зори,нп.Африканда, Ленина ул., 16;67.431545;32.702189;exact;Россия, Мурманская область, муниципальный округ Полярные Зори, населённый пункт Африканда, Африканда-2, улица Ленина, 16;
;;;;;;;;Мурманская обл., Мурманская обл., г.Полярный, Гагарина ул, 5А;69.199378;33.439966;exact;Россия, Мурманская область, Полярный, улица Гагарина, 5А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Полярный, Душенова ул., 4А;69.202408;33.453117;number;Россия, Мурманская область, Полярный, улица Душенова, 4;
;;;;;;;;Мурманская обл., Мурманская обл., г.Полярный, Красный Горн ул, 18;69.19569;33.441538;exact;Россия, Мурманская область, Полярный, улица Красный Горн, 18;
;;;;;;;;Мурманская обл., Мурманская обл., г.Полярный, Советская ул, 11;69.194582;33.457735;exact;Россия, Мурманская область, Полярный, Советская улица, 11;
;;;;;;;;Мурманская обл., Мурманская обл., г.Полярный, Старикова ул, 4;69.198207;33.467032;exact;Россия, Мурманская область, Полярный, улица Старикова, 4;
;;;;;;;;Мурманская обл., Мурманская обл., г.Полярный, Фисановича ул, 5 ЧП I;69.197357;33.4493;exact;Россия, Мурманская область, Полярный, улица Фисановича, 5;
;;;;;;;;Мурманская обл., Мурманская обл., г.Североморск, Адмирала Головко ул, 2;69.074708;33.419323;exact;Россия, Мурманская область, Североморск, улица Адмирала Головко, 2;
;;;;;;;;Мурманская обл., Мурманская обл., г.Североморск, Гвардейская ул, 45/1;69.05677;33.414328;number;Россия, Мурманская область, Североморск, Гвардейская улица, 45;
;;;;;;;;Мурманская обл., Мурманская обл., г.Североморск, Кирова ул, 1 А;69.070334;33.428989;exact;Россия, Мурманская область, Североморск, улица Кирова, 1А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Североморск, Комсомольская ул, 2;69.065381;33.396739;exact;Россия, Мурманская область, Североморск, Комсомольская улица, 2;
;;;;;;;;Мурманская обл., Мурманская обл., г.Североморск, Мурманское ш, 12;69.061073;33.377605;exact;Россия, Мурманская область, Североморск, Мурманское шоссе, 12;
;;;;;;;;Мурманская обл., Мурманская обл., г.Североморск, нп.Североморск-3, Школьная ул, 5;68.888975;33.736257;exact;Россия, Мурманская область, городской округ Североморск, населённый пункт Североморск-3, Школьная улица, 5;
;;;;;;;;Мурманская обл., Мурманская обл., г.Североморск, Полярная ул, 12;69.07413;33.404546;exact;Россия, Мурманская область, Североморск, Полярная улица, 12;
;;;;;;;;Мурманская обл., Мурманская обл., г.Североморск, Сафонова ул, 25;69.079142;33.413115;exact;Россия, Мурманская область, Североморск, улица Сафонова, 25;
;;;;;;;;Мурманская обл., Мурманская обл., г.Североморск, Северная Застава ул, 36А;69.063543;33.433121;exact;Россия, Мурманская область, Североморск, улица Северная Застава, 36А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Североморск, Советская ул, 31;69.066753;33.423922;exact;Россия, Мурманская область, Североморск, Советская улица, 31;
;;;;;;;;Мурманская обл., Мурманская обл., г.Североморск, Флотских Строителей ул, 1А;69.063752;33.404285;exact;Россия, Мурманская область, Североморск, улица Флотских Строителей, 1А;
;;;;;;;;Мурманская обл., Мурманская обл., г.Североморск,пгт.Сафоново, Школьная ул, 16;69.057792;33.286875;exact;Россия, Мурманская область, посёлок городского типа Сафоново, Школьная улица, 16;
;;;;;;;;Мурманская обл., Мурманская обл., г.Снежногорск, Мира ул, 44936 ЧП I 11-27;69.186728;33.228934;number;Россия, Мурманская область, Снежногорск, улица Мира, 11;
;;;;;;;;Мурманская обл., Мурманская обл., г.Снежногорск, Павла Стеблина ул, 8;69.192797;33.235384;exact;Россия, Мурманская область, Снежногорск, улица Павла Стеблина, 8;
;;;;;;;;Мурманская обл., Мурманская обл., г.Снежногорск, Победы ул, 8 чз1,ЧП I;69.194084;33.247897;number;Россия, Мурманская область, Снежногорск, улица Победы, 8;
;;;;;;;;Мурманская обл., Мурманская обл., го.ЗАТО Александровск,г.Гаджиево, Ленина ул, 39А;69.251642;33.318738;exact;Россия, Мурманская область, Гаджиево, улица Ленина, 39А;
;;;;;;;;Мурманская обл., Мурманская обл., го.ЗАТО Александровск,г.Гаджиево, Советская ул, 85А;69.247071;33.303045;exact;Россия, Мурманская область, Гаджиево, Советская улица, 85А;
;;;;;;;;Мурманская обл., Мурманская обл., гп.Заполярный, г.Заполярный, Юбилейная ул, 8А;69.427437;30.810507;exact;Россия, Мурманская область, Печенгский муниципальный округ, Заполярный, Юбилейная улица, 8А;
;;;;;;;;Мурманская обл., Мурманская обл., ЗАТО Александровск, г.Снежногорск, Павла Стеблина ул, 45018;69.193065;33.243379;street;Россия, Мурманская область, Снежногорск, улица Павла Стеблина;
;;;;;;;;Мурманская обл., Мурманская обл., ЗАТО г.Североморск, Сгибнева ул, 3А;69.078795;33.421488;exact;Россия, Мурманская область, Североморск, улица Сгибнева, 3А;
;;;;;;;;Мурманская обл., Мурманская обл., нп.Зверосовхоз, Кильдинское ш, 8;68.842787;33.096594;exact;Россия, Мурманская область, Кольский муниципальный округ, населённый пункт Зверосовхоз, Кильдинское шоссе, 8;
;;;;;;;;Мурманская обл., Мурманская обл., п.Видяево, Центральная ул, 13;69.320934;32.80183;exact;Россия, Мурманская область, посёлок Видяево, Центральная улица, 13;
;;;;;;;;Мурманская обл., Мурманская обл., п.Спутник, 16;68.004158;35.01006;other;Россия, Мурманская область;
;;;;;;;;Мурманская обл., Мурманская обл., пгт.Верхнетуломский, Лесная ул, 1;68.60534;31.794351;exact;Россия, Мурманская область, Кольский муниципальный округ, посёлок городского типа Верхнетуломский, Лесная улица, 1;
;;;;;;;;Мурманская обл., Мурманская обл., пгт.Зеленоборский, Магистральная ул, 92А;66.857777;32.390563;exact;Россия, Мурманская область, Кандалакшский муниципальный округ, посёлок городского типа Зеленоборский, Магистральная улица, 92А;
